Variant,Test_Name,Vac_Status,Incubation_Period,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31,Day 32,Day 33,Day 34,Day 35,Day 36,Day 37,Day 38,Day 39,Day 40,Day 41,Day 42,Day 43,Day 44,Day 45,Day 46,Day 47,Day 48,Day 49,Day 50,Day 51,Day 52,Day 53,Day 54,Day 55,Day 56,Day 57,Day 58,Day 59,Day 60
Omicron,BTNX Rapid Response,Unvaccinated,9,3.96E-24,2.26E-06,0.012270777,0.14523415,0.414363804,0.67368571,0.840390913,0.911584459,0.898495412,0.812325594,0.684086175,0.554751371,0.440189575,0.34490813,0.26832796,0.207970881,0.16093736,0.124523195,0.096428547,0.074786555,0.058120547,0.045279841,0.035375564,0.027724489,0.021802861,0.017209675,0.013638024,0.010852985,0.008674646,0.006965127,0.005618663,0.004554037,0.003708797,0.00303485,0.002495089,0.002060826,0.001709826,0.001424805,0.001192293,0.001001749,0.0008449,0.000715225,0.000607564,0.000517817,0.000442711,0.000379624,0.000328324,0.000295827,0.000278846,0.000270025,0.000265224,0.000262446,0.000260729,0.00025959,0.000258784,0.000258178,0.0002577,0.000257347,0.000257417,0.000257994
Omicron,BTNX Rapid Response,Unvaccinated,10,4.14E-24,4.46E-09,0.003482882,0.076202105,0.285296972,0.540172717,0.744783925,0.867078465,0.916301296,0.89661606,0.809760316,0.681197432,0.552072004,0.437908412,0.34305079,0.266853131,0.206816645,0.160041566,0.123831206,0.095895233,0.074375868,0.057804236,0.045036009,0.03518735,0.027578956,0.021690098,0.017122097,0.013569826,0.010799722,0.008632914,0.006932315,0.005592768,0.004533518,0.00369247,0.003021801,0.002484613,0.002052377,0.00170298,0.001419233,0.001187736,0.000998006,0.000841811,0.000712666,0.000605435,0.000516038,0.00044122,0.000378369,0.000327399,0.000295324,0.000278588,0.000269888,0.000265147,0.0002624,0.000260699,0.00025957,0.000258769,0.000258166,0.000257691,0.000257304,0.00025703
Omicron,BTNX Rapid Response,Unvaccinated,11,4.27E-24,2.20E-17,0.000790708,0.036794245,0.186286418,0.414658191,0.633633652,0.79332823,0.884828753,0.918860413,0.894840914,0.807178536,0.678309263,0.549400133,0.435636563,0.341202343,0.265385958,0.205668673,0.159150754,0.123143114,0.09536494,0.07396751,0.057489714,0.044793551,0.03500019,0.027434231,0.021577956,0.017034997,0.013501996,0.010746744,0.008591401,0.006899673,0.005567004,0.004513101,0.003676222,0.003008815,0.002474187,0.002043968,0.001696165,0.001413685,0.001183199,0.000994278,0.000838736,0.000710117,0.000603314,0.000514266,0.000439734,0.000377118,0.000326483,0.000294828,0.000278333,0.000269753,0.00026507,0.000262354,0.00026067,0.00025955,0.000258754,0.000258154,0.000257682,0.000257296
Omicron,BTNX Rapid Response,Unvaccinated,12,4.37E-24,1.59E-24,0.000131365,0.016232674,0.115500191,0.306114101,0.520641879,0.702122004,0.827102888,0.89724601,0.920046542,0.893173851,0.804580772,0.675421904,0.546735834,0.433374034,0.339362765,0.263926411,0.204526935,0.158264895,0.122458897,0.09483765,0.073561465,0.05717697,0.044552457,0.034814078,0.02729031,0.021466431,0.016948371,0.013434532,0.010694047,0.008550107,0.0068672,0.005541371,0.004492787,0.003660055,0.002995891,0.002463809,0.002035597,0.001689381,0.001408162,0.001178681,0.000990567,0.000835673,0.000707578,0.000601201,0.000512501,0.000438254,0.000375873,0.000325578,0.00029434,0.000278083,0.000269619,0.000264995,0.000262309,0.00026064,0.00025953,0.000258739,0.000258143,0.000257673
Omicron,BTNX Rapid Response,Unvaccinated,13,4.45E-24,1.97E-24,1.36E-05,0.006466816,0.067923314,0.217851319,0.414834055,0.60381775,0.752514667,0.851057029,0.906420325,0.920300111,0.891572986,0.801967542,0.672535574,0.544079179,0.431120828,0.33753203,0.262474456,0.203391397,0.157383963,0.121778533,0.094313344,0.073157721,0.056865995,0.04431272,0.034629006,0.027147188,0.021355521,0.016862218,0.013367431,0.010641631,0.008509029,0.006834894,0.005515869,0.004472574,0.003643967,0.002983029,0.002453481,0.002027264,0.001682628,0.001402663,0.001174183,0.00098687,0.000832622,0.00070505,0.000599097,0.000510743,0.000436779,0.000374632,0.000324683,0.000293858,0.000277835,0.000269487,0.000264921,0.000262264,0.000260612,0.00025951,0.000258724,0.000258132
Omicron,BTNX Rapid Response,Unvaccinated,14,4.52E-24,2.31E-24,6.49E-07,0.002284848,0.037769057,0.149589421,0.321330759,0.506317221,0.668264451,0.789975268,0.868594685,0.913356358,0.919880421,0.890036401,0.799339367,0.66965051,0.541430253,0.428876955,0.335710122,0.261030068,0.202262034,0.156507936,0.121102002,0.093792008,0.072756266,0.056556777,0.044074333,0.03444497,0.027004861,0.02124522,0.016776534,0.013300692,0.010589494,0.008468167,0.006802756,0.005490496,0.004452462,0.003627957,0.00297023,0.002443201,0.00201897,0.001675905,0.001397188,0.001169704,0.00098319,0.000829585,0.000702532,0.000597001,0.000508992,0.00043531,0.000373397,0.000323798,0.000293384,0.000277591,0.000269357,0.000264847,0.00026222,0.000260583,0.00025949,0.00025871
Omicron,BTNX Rapid Response,Unvaccinated,15,4.57E-24,2.60E-24,6.69E-09,0.000696269,0.019758773,0.099072426,0.242334093,0.414946848,0.580923555,0.718195797,0.818157835,0.881971423,0.918665093,0.918945016,0.888560213,0.796696738,0.666766938,0.538789129,0.426642424,0.333897019,0.259593218,0.201138818,0.155636787,0.120429284,0.093273625,0.072357086,0.056249308,0.043837288,0.034261964,0.026863325,0.021135528,0.016691317,0.013234312,0.010537634,0.008427519,0.006770784,0.005465253,0.004432451,0.003612027,0.002957492,0.00243297,0.002010714,0.001669212,0.001391737,0.001165245,0.000979525,0.000826559,0.000700024,0.000594914,0.000507247,0.000433847,0.000372166,0.000322923,0.000292916,0.000277351,0.000269229,0.000264774,0.000262176,0.000260554,0.00025947
Omicron,BTNX Rapid Response,Unvaccinated,16,4.62E-24,2.84E-24,1.03E-12,0.000175154,0.009657219,0.063197983,0.178049258,0.332891512,0.495383691,0.64106985,0.757089596,0.839612737,0.892544688,0.922608456,0.917824345,0.887113151,0.794040156,0.663885061,0.536155867,0.424417226,0.33209269,0.258163867,0.200021713,0.154770487,0.119760356,0.092758177,0.071960166,0.055943577,0.043601576,0.03407998,0.026722573,0.021026438,0.016606564,0.01316829,0.01048605,0.008387085,0.006738977,0.005440137,0.004412539,0.003596174,0.002944815,0.002422786,0.002002496,0.00166255,0.001386311,0.001160805,0.000975876,0.000823546,0.000697526,0.000592835,0.00050551,0.000432389,0.00037094,0.000322058,0.000292456,0.000277114,0.000269102,0.000264702,0.000262132,0.000260526
Omicron,BTNX Rapid Response,Unvaccinated,17,4.66E-24,3.06E-24,7.43E-25,3.39E-05,0.004368754,0.038735466,0.127441113,0.261683756,0.415023304,0.562860315,0.689457345,0.787615522,0.856116989,0.901235035,0.925416885,0.916680764,0.885683056,0.791370119,0.661005104,0.533530549,0.422201373,0.33029712,0.256741994,0.198910697,0.153909016,0.119095199,0.092245648,0.071565497,0.055639574,0.043367191,0.033899015,0.026582603,0.020917948,0.016522273,0.013102624,0.010434741,0.008346863,0.006707334,0.00541515,0.004392727,0.003580399,0.002932199,0.002412651,0.001994316,0.001655917,0.001380908,0.001156383,0.000972241,0.000820546,0.000695039,0.000590763,0.000503778,0.000430936,0.00036972,0.000321204,0.000292001,0.00027688,0.000268977,0.000264631,0.000262089
Omicron,BTNX Rapid Response,Unvaccinated,18,4.69E-24,3.24E-24,1.02E-24,4.51E-06,0.001806666,0.022734887,0.088805834,0.201662466,0.341953172,0.486774436,0.618888998,0.728482425,0.811771121,0.869146083,0.908508279,0.927333044,0.915538134,0.884297391,0.78868708,0.658127271,0.530913232,0.419994863,0.328510277,0.255327562,0.197805735,0.153052345,0.11843379,0.091736022,0.071173063,0.055337289,0.043134124,0.033719061,0.02644341,0.020810056,0.016438441,0.013037311,0.010383704,0.008306851,0.006675855,0.005390289,0.004373014,0.003564701,0.002919643,0.002402563,0.001986174,0.001649314,0.001375529,0.001151981,0.000968622,0.000817558,0.000692561,0.0005887,0.000502054,0.000429489,0.000368505,0.00032036,0.000291554,0.00027665,0.000268853,0.000264561
Omicron,BTNX Rapid Response,Unvaccinated,19,4.72E-24,3.40E-24,1.30E-24,3.34E-07,0.000671481,0.012720762,0.060174311,0.152362697,0.277280196,0.415077411,0.548277387,0.66526984,0.760104814,0.831041162,0.87989449,0.914482109,0.928524558,0.914413741,0.882883741,0.78599155,0.65525178,0.528303998,0.41779771,0.326732155,0.253920552,0.196706806,0.152200455,0.117776115,0.091229286,0.070782855,0.055036713,0.042902369,0.033540114,0.026304989,0.020702757,0.016355066,0.012972349,0.010332939,0.008267049,0.006644538,0.005365554,0.004353399,0.00354908,0.002907148,0.002392523,0.001978069,0.001642741,0.001370174,0.001147598,0.000965019,0.000814582,0.000690093,0.000586645,0.000500336,0.000428048,0.000367295,0.000319526,0.000291113,0.000276423,0.000268731
Omicron,BTNX Rapid Response,Unvaccinated,20,4.74E-24,3.53E-24,1.57E-24,8.92E-09,0.000218933,0.006746831,0.039577956,0.112826255,0.221355883,0.349238062,0.479824436,0.600520997,0.70369383,0.78587402,0.84653155,0.889019829,0.919460884,0.929112918,0.913317596,0.881474983,0.783283954,0.652378798,0.52570288,0.415609888,0.324962702,0.252520915,0.195613867,0.151353309,0.117122144,0.090725416,0.070394855,0.054737835,0.042671916,0.033362166,0.026167335,0.020596047,0.016272143,0.012907737,0.010282443,0.008227456,0.006613383,0.005340945,0.004333882,0.003533535,0.002894712,0.002382529,0.001970001,0.001636198,0.001364842,0.001143234,0.00096143,0.000811618,0.000687635,0.000584599,0.000498625,0.000426612,0.00036609,0.000318702,0.000290678,0.000276199
Omicron,BTNX Rapid Response,Unvaccinated,21,4.77E-24,3.65E-24,1.82E-24,2.70E-11,6.04E-05,0.003367831,0.025208826,0.08183613,0.173992761,0.290080728,0.415117086,0.536274157,0.644745205,0.735615779,0.80699859,0.859068917,0.897065904,0.923669081,0.929187827,0.912255243,0.880095205,0.780564771,0.649508563,0.523109972,0.413431421,0.323201922,0.251128638,0.194526903,0.150510896,0.116471865,0.090224403,0.070009055,0.054440647,0.042442761,0.033185214,0.026030446,0.020489924,0.016189673,0.012843473,0.010232215,0.00818807,0.006582388,0.005316461,0.004314462,0.003518066,0.002882336,0.002372583,0.00196197,0.001629684,0.001359534,0.001138888,0.000957857,0.000808667,0.000685187,0.00058256,0.00049692,0.000425181,0.000364891,0.000317888,0.000290249
Omicron,BTNX Rapid Response,Unvaccinated,22,4.79E-24,3.75E-24,2.05E-24,4.40E-17,1.34E-05,0.001568055,0.01550321,0.05808528,0.13464364,0.237929195,0.355217558,0.474098823,0.585096874,0.682170431,0.76223874,0.824417716,0.8693775,0.904232512,0.927276798,0.928813693,0.911229355,0.878682618,0.777834451,0.646641242,0.520525309,0.411262298,0.321449773,0.249743681,0.193445879,0.149673182,0.115825253,0.089726228,0.06962544,0.054145137,0.042214894,0.03300925,0.025894315,0.020384384,0.016107651,0.012779555,0.010182255,0.00814889,0.006551554,0.005292101,0.004295139,0.003502673,0.00287002,0.002362683,0.001953976,0.001623199,0.001354249,0.001134561,0.000954298,0.000805728,0.000682749,0.000580529,0.000495222,0.000423756,0.000363697,0.000317085
Omicron,BTNX Rapid Response,Unvaccinated,23,4.80E-24,3.84E-24,2.26E-24,5.34E-25,2.17E-06,0.000673201,0.009172045,0.040291228,0.102543437,0.192734358,0.300755736,0.41514701,0.526231049,0.627171286,0.713891345,0.784539099,0.838862229,0.878312677,0.910414069,0.930309632,0.9281401,0.910240789,0.87722756,0.775093428,0.643777028,0.517948959,0.409102514,0.319706233,0.248366015,0.192370766,0.148840145,0.115182289,0.089230875,0.069243999,0.053851296,0.041988308,0.032834269,0.025758939,0.020279425,0.016026075,0.01271598,0.010132559,0.008109916,0.006520878,0.005267864,0.004275912,0.003487355,0.002857762,0.00235283,0.001946019,0.001616743,0.001348987,0.001130253,0.000950755,0.0008028,0.000680321,0.000578506,0.000493531,0.000422336,0.00036251
Omicron,BTNX Rapid Response,Unvaccinated,24,4.82E-24,3.93E-24,2.45E-24,7.37E-25,2.24E-07,0.000262506,0.005196792,0.027268557,0.076817448,0.154182934,0.252016978,0.360211224,0.469301757,0.571982001,0.663396537,0.740847473,0.803302898,0.850902995,0.886346773,0.915755388,0.932656818,0.927414691,0.909289266,0.875777419,0.772342144,0.640916113,0.515380977,0.406952074,0.317971285,0.246995614,0.191301539,0.148011762,0.114542955,0.08873833,0.06886472,0.053559117,0.041762996,0.032660265,0.025624314,0.020175042,0.015944942,0.012652746,0.010083127,0.008071145,0.00649036,0.00524375,0.00425678,0.003472112,0.002845563,0.002343023,0.001938099,0.001610316,0.001343748,0.001125963,0.000947226,0.000799885,0.000677902,0.000576491,0.000491845,0.000420921
Omicron,BTNX Rapid Response,Unvaccinated,25,4.83E-24,4.00E-24,2.62E-24,9.50E-25,1.11E-08,9.11E-05,0.002804471,0.017969554,0.056560668,0.121786686,0.209021327,0.30978329,0.415170123,0.517709644,0.611989773,0.694607809,0.763827212,0.819161437,0.86098169,0.893704238,0.920412146,0.934405926,0.926655158,0.908373801,0.874299948,0.769581032,0.638058661,0.512821408,0.404810965,0.316244892,0.245632441,0.190238162,0.147188006,0.113907226,0.088248575,0.068487589,0.053268587,0.041538951,0.032487234,0.025490434,0.020071232,0.015864251,0.012589853,0.010033958,0.008032577,0.00646,0.005219758,0.004237744,0.003456943,0.002833422,0.002333262,0.001930214,0.001603918,0.001338532,0.001121691,0.000943712,0.000796982,0.000675493,0.000574484,0.000490167
Omicron,BTNX Rapid Response,Unvaccinated,26,4.84E-24,4.06E-24,2.78E-24,1.16E-24,1.44E-10,2.73E-05,0.001431883,0.011501749,0.040893245,0.094953383,0.171592308,0.26411033,0.364442888,0.465225222,0.560706209,0.646929293,0.721544791,0.783484548,0.832622209,0.869486366,0.900589289,0.924505934,0.935624486,0.925875816,0.907492985,0.872789987,0.766810496,0.635204851,0.510270306,0.40267918,0.314527027,0.244276466,0.189180608,0.14636885,0.113275086,0.087761593,0.068112593,0.052979698,0.041316164,0.032315168,0.025357296,0.019967992,0.015783998,0.012527297,0.009985049,0.007994211,0.006429795,0.005195888,0.004218803,0.003441849,0.00282134,0.002323546,0.001922366,0.001597549,0.001333339,0.001117438,0.000940213,0.00079409,0.000673094,0.000572485
Omicron,BTNX Rapid Response,Unvaccinated,27,4.86E-24,4.12E-24,2.92E-24,1.37E-24,7.46E-14,6.77E-06,0.000686,0.007129412,0.028996915,0.073041564,0.139414968,0.223245903,0.317511209,0.415188358,0.510391824,0.598764719,0.677446352,0.74484605,0.800359096,0.844094351,0.877122254,0.906781321,0.928132603,0.936370794,0.925086609,0.906645191,0.871267182,0.76403096,0.632354867,0.507727727,0.400556726,0.312817677,0.242927663,0.188128854,0.145554276,0.112646515,0.087277371,0.067739722,0.052692441,0.041094629,0.032144063,0.025224896,0.019865319,0.015704181,0.012465078,0.009936399,0.007956045,0.006399747,0.005172139,0.004199955,0.003426827,0.002809315,0.002313876,0.001914554,0.001591208,0.001328169,0.001113203,0.000936728,0.000791211,0.000670704
Omicron,BTNX Rapid Response,Unvaccinated,28,4.87E-24,4.17E-24,3.05E-24,1.57E-24,2.36E-24,1.30E-06,0.00030522,0.004264476,0.02013669,0.055401424,0.112083602,0.187095241,0.274587788,0.368073731,0.461718773,0.550915669,0.632400345,0.704128557,0.765055096,0.814895439,0.853908907,0.884199784,0.912263777,0.931368353,0.93669057,0.924294806,0.905828676,0.86970262,0.761242831,0.629508877,0.505193717,0.398443588,0.311116809,0.241586,0.187082867,0.144744257,0.112021494,0.086795893,0.067368963,0.052406806,0.04087434,0.031973914,0.025093229,0.019763209,0.015624798,0.012403192,0.009888007,0.007918079,0.006369852,0.005148509,0.004181202,0.00341188,0.002797348,0.002304251,0.001906777,0.001584896,0.001323021,0.001108986,0.000933258,0.000788343
Omicron,Artron,Unvaccinated,1,0.376614887,0.726798463,0.611506694,0.492809238,0.387148024,0.299412128,0.22927378,0.174434117,0.132133097,0.099781247,0.075175606,0.05653183,0.042443592,0.031820097,0.023823405,0.01781362,0.013303915,0.00992485,0.007396598,0.005507555,0.004097961,0.003047398,0.002265258,0.001683492,0.001251085,0.000929869,0.000691338,0.000514234,0.000382736,0.000285078,0.000212523,0.00015859,0.000118471,8.86E-05,6.63E-05,4.97E-05,3.73E-05,2.81E-05,2.12E-05,1.65E-05,1.35E-05,1.14E-05,9.86E-06,9.99E-06,1.24E-05,1.59E-05,2.06E-05,2.63E-05,3.25E-05,3.89E-05,4.56E-05,5.25E-05,5.96E-05,6.70E-05,7.46E-05,8.23E-05,9.03E-05,9.85E-05,0.00010678,0.000115281
Omicron,Artron,Unvaccinated,2,0.061812082,0.691699035,0.724549241,0.608871433,0.490340222,0.385044286,0.297705882,0.227928216,0.173390702,0.131332402,0.099170914,0.074712445,0.056181444,0.042179138,0.031620876,0.023673575,0.01770111,0.013219556,0.009861689,0.007349376,0.005472297,0.00407167,0.003027815,0.002250686,0.001672657,0.001243035,0.000923891,0.000686898,0.000510938,0.000380289,0.00028326,0.000211172,0.000157585,0.000117723,8.80E-05,6.59E-05,4.94E-05,3.71E-05,2.79E-05,2.11E-05,1.65E-05,1.35E-05,1.14E-05,9.71E-06,8.53E-06,8.92E-06,1.10E-05,1.38E-05,1.71E-05,2.11E-05,2.59E-05,3.09E-05,3.60E-05,4.14E-05,4.69E-05,5.26E-05,5.85E-05,6.45E-05,7.07E-05,7.69E-05
Omicron,Artron,Unvaccinated,3,0.003367246,0.353819669,0.773597808,0.722275784,0.606235665,0.487877892,0.382949229,0.29600801,0.226589875,0.172353181,0.130536371,0.098564208,0.074252072,0.055833188,0.041916303,0.031422883,0.023524674,0.017589301,0.013135724,0.009798926,0.007302452,0.005437263,0.004045546,0.003008357,0.002236208,0.001661893,0.001235036,0.00091795,0.000682488,0.000507664,0.000377857,0.000281454,0.00020983,0.000156587,0.00011698,8.75E-05,6.55E-05,4.91E-05,3.69E-05,2.77E-05,2.09E-05,1.64E-05,1.34E-05,1.13E-05,9.68E-06,8.34E-06,7.43E-06,8.01E-06,9.87E-06,1.21E-05,1.45E-05,1.73E-05,2.07E-05,2.45E-05,2.85E-05,3.27E-05,3.70E-05,4.14E-05,4.59E-05,5.06E-05
Omicron,Artron,Unvaccinated,4,3.52E-05,0.123588934,0.593622627,0.791159285,0.719986025,0.603599631,0.485422327,0.380862861,0.29431849,0.225258726,0.171321525,0.12974498,0.097961107,0.073794472,0.055487048,0.041655077,0.031226109,0.023376694,0.017478188,0.013052417,0.009736558,0.007255826,0.005402452,0.004019589,0.002989024,0.002221822,0.001651197,0.00122709,0.000912049,0.000678106,0.00050441,0.000375441,0.000279659,0.000208496,0.000155595,0.000116242,8.69E-05,6.51E-05,4.88E-05,3.67E-05,2.76E-05,2.08E-05,1.63E-05,1.34E-05,1.13E-05,9.65E-06,8.31E-06,7.19E-06,6.51E-06,7.21E-06,8.88E-06,1.07E-05,1.26E-05,1.47E-05,1.69E-05,1.96E-05,2.26E-05,2.58E-05,2.91E-05,3.26E-05
Omicron,Artron,Unvaccinated,5,1.76E-09,0.033239381,0.354043627,0.70391194,0.795182318,0.7176791,0.600963567,0.482973614,0.378785192,0.292637304,0.223934741,0.170295705,0.128958205,0.097361593,0.073339628,0.055143013,0.041395451,0.031030548,0.023229632,0.017367767,0.012969632,0.009674582,0.007209494,0.005367862,0.003993797,0.002969814,0.002207529,0.001640571,0.001219194,0.000906185,0.000673752,0.000501178,0.000373041,0.000277876,0.000207171,0.00015461,0.000115509,8.64E-05,6.47E-05,4.85E-05,3.64E-05,2.74E-05,2.07E-05,1.62E-05,1.33E-05,1.12E-05,9.62E-06,8.29E-06,7.17E-06,6.22E-06,5.74E-06,6.52E-06,8.00E-06,9.55E-06,1.11E-05,1.27E-05,1.43E-05,1.61E-05,1.82E-05,2.05E-05
Omicron,Artron,Unvaccinated,6,2.16E-24,0.006734492,0.178701748,0.52893759,0.754882449,0.795425385,0.715356105,0.598327714,0.480531836,0.376716235,0.290964434,0.222617894,0.169275696,0.128176021,0.096765646,0.072887525,0.054801071,0.041137415,0.030836192,0.023083481,0.017258035,0.012887365,0.009612995,0.007163454,0.005333491,0.003968169,0.002950727,0.002193327,0.001630013,0.00121135,0.000900359,0.000669426,0.000497966,0.000370656,0.000276105,0.000205855,0.000153631,0.00011478,8.59E-05,6.43E-05,4.82E-05,3.62E-05,2.72E-05,2.06E-05,1.62E-05,1.33E-05,1.12E-05,9.58E-06,8.26E-06,7.15E-06,6.19E-06,5.38E-06,5.08E-06,5.90E-06,7.21E-06,8.54E-06,9.83E-06,1.11E-05,1.24E-05,1.37E-05
Omicron,Artron,Unvaccinated,7,2.47E-24,0.000929311,0.078559928,0.35461896,0.634163996,0.78084057,0.794211669,0.713017301,0.595692291,0.478097061,0.374655989,0.289299855,0.221308153,0.168261465,0.127398403,0.096173243,0.072438146,0.054461208,0.04088096,0.030643034,0.022938235,0.017148985,0.012805613,0.009551797,0.007117706,0.005299339,0.003942705,0.002931762,0.002179217,0.001619522,0.001203556,0.000894571,0.000665128,0.000494775,0.000368286,0.000274344,0.000204547,0.000152658,0.000114056,8.53E-05,6.39E-05,4.79E-05,3.60E-05,2.71E-05,2.05E-05,1.61E-05,1.32E-05,1.12E-05,9.55E-06,8.23E-06,7.12E-06,6.17E-06,5.35E-06,4.66E-06,4.52E-06,5.34E-06,6.51E-06,7.66E-06,8.75E-06,9.81E-06
Omicron,Artron,Unvaccinated,8,2.69E-24,7.05E-05,0.03025136,0.216926507,0.490430543,0.696814681,0.795476649,0.792319732,0.710663167,0.593057528,0.475669374,0.372604469,0.287643548,0.220005489,0.167252988,0.126625328,0.095584367,0.071991477,0.054123413,0.040626076,0.030451066,0.02279389,0.017040615,0.012724373,0.009490984,0.007072248,0.005265403,0.003917403,0.002912919,0.002165197,0.0016091,0.001195812,0.00088882,0.000660858,0.000491605,0.000365932,0.000272596,0.000203247,0.000151692,0.000113337,8.48E-05,6.35E-05,4.76E-05,3.58E-05,2.69E-05,2.03E-05,1.60E-05,1.32E-05,1.11E-05,9.52E-06,8.21E-06,7.10E-06,6.15E-06,5.33E-06,4.63E-06,4.05E-06,4.03E-06,4.84E-06,5.87E-06,6.86E-06
Omicron,Artron,Unvaccinated,9,2.86E-24,1.80E-06,0.010099943,0.122262474,0.354930461,0.584266102,0.735322765,0.804257697,0.790433919,0.70829422,0.590423645,0.473248841,0.370561673,0.285995492,0.218709875,0.166250234,0.12585677,0.094998997,0.0715475,0.053787672,0.040372754,0.030260282,0.02265044,0.016932921,0.012643642,0.009430553,0.007027076,0.005231683,0.003892263,0.002894196,0.002151267,0.001598744,0.001188118,0.000883106,0.000656616,0.000488455,0.000363593,0.000270858,0.000201956,0.000150731,0.000112622,8.42E-05,6.31E-05,4.73E-05,3.55E-05,2.67E-05,2.02E-05,1.59E-05,1.31E-05,1.11E-05,9.49E-06,8.18E-06,7.08E-06,6.13E-06,5.32E-06,4.61E-06,4.00E-06,3.52E-06,3.62E-06,4.38E-06
Omicron,Artron,Unvaccinated,10,2.97E-24,3.52E-09,0.002843323,0.063635438,0.242581655,0.4655056,0.648137871,0.760236192,0.809610772,0.788637961,0.705910931,0.587790854,0.47083554,0.368527613,0.284355666,0.217421283,0.165253177,0.125092706,0.094417113,0.071106201,0.053453975,0.040120985,0.030070674,0.022507879,0.016825897,0.012563417,0.009370503,0.006982191,0.005198178,0.003867283,0.002875594,0.002137427,0.001588455,0.001180474,0.000877429,0.000652401,0.000485325,0.000361269,0.000269132,0.000200673,0.000149777,0.000111912,8.37E-05,6.27E-05,4.70E-05,3.53E-05,2.66E-05,2.01E-05,1.59E-05,1.31E-05,1.10E-05,9.46E-06,8.16E-06,7.06E-06,6.11E-06,5.30E-06,4.60E-06,3.99E-06,3.46E-06,3.07E-06
Omicron,Artron,Unvaccinated,11,3.06E-24,1.73E-17,0.000640641,0.030498735,0.15727707,0.355105447,0.548426123,0.692128446,0.777310707,0.812781959,0.786930902,0.70351379,0.585159373,0.468429542,0.366502291,0.282724049,0.216139684,0.16426179,0.124333113,0.093838697,0.070667565,0.05312231,0.039870759,0.029882236,0.022366202,0.016719541,0.012483694,0.009310831,0.006937589,0.005164885,0.003842463,0.00285711,0.002123675,0.001578232,0.001172879,0.000871788,0.000648213,0.000482216,0.00035896,0.000267416,0.000199398,0.000148829,0.000111206,8.32E-05,6.23E-05,4.67E-05,3.51E-05,2.64E-05,2.00E-05,1.58E-05,1.30E-05,1.10E-05,9.43E-06,8.13E-06,7.03E-06,6.10E-06,5.29E-06,4.58E-06,3.98E-06,3.45E-06
Omicron,Artron,Unvaccinated,12,3.12E-24,1.20E-24,0.000105691,0.013363294,0.096857845,0.260545651,0.448200296,0.609674885,0.722992459,0.789800543,0.814477781,0.785321333,0.701103254,0.582529407,0.466030907,0.364485708,0.281100618,0.214865048,0.163276044,0.123577966,0.093263729,0.070231575,0.052792663,0.039622067,0.029694959,0.022225404,0.016613848,0.012404471,0.009251534,0.00689327,0.005131804,0.0038178,0.002838744,0.002110012,0.001568075,0.001165333,0.000866185,0.000644052,0.000479127,0.000356666,0.000265712,0.000198131,0.000147887,0.000110505,8.27E-05,6.19E-05,4.64E-05,3.49E-05,2.62E-05,1.99E-05,1.57E-05,1.30E-05,1.10E-05,9.40E-06,8.10E-06,7.01E-06,6.08E-06,5.27E-06,4.57E-06,3.96E-06
Omicron,Artron,Unvaccinated,13,3.18E-24,1.48E-24,1.09E-05,0.00529008,0.05659725,0.184319135,0.35521146,0.521845926,0.655062414,0.745074083,0.799592433,0.815099727,0.783770741,0.698679788,0.57990115,0.4636397,0.362477864,0.279485347,0.213597343,0.162295908,0.122827238,0.092692186,0.069798215,0.052465023,0.039374899,0.029508838,0.022085478,0.016508813,0.012325744,0.009192611,0.00684923,0.005098932,0.003793295,0.002820496,0.002096436,0.001557983,0.001157835,0.000860617,0.000639918,0.000476057,0.000354386,0.000264019,0.000196873,0.000146951,0.000109808,8.21E-05,6.15E-05,4.62E-05,3.47E-05,2.61E-05,1.98E-05,1.56E-05,1.29E-05,1.09E-05,9.37E-06,8.08E-06,6.99E-06,6.06E-06,5.25E-06,4.56E-06
Omicron,Artron,Unvaccinated,14,3.22E-24,1.72E-24,5.16E-07,0.001858107,0.03128231,0.125837547,0.273706094,0.435531825,0.579299407,0.689028591,0.761541098,0.807437184,0.814889365,0.782272957,0.696243862,0.57727481,0.46125599,0.360478764,0.277878218,0.212336545,0.161321358,0.12208091,0.092124054,0.069367472,0.052139379,0.039129247,0.029323864,0.021946421,0.016404434,0.01224751,0.009134059,0.00680547,0.00506627,0.003768947,0.002802365,0.002082948,0.001547957,0.001150386,0.000855085,0.000635811,0.000473008,0.000352122,0.000262337,0.000195622,0.000146021,0.000109116,8.16E-05,6.11E-05,4.59E-05,3.44E-05,2.59E-05,1.97E-05,1.56E-05,1.29E-05,1.09E-05,9.34E-06,8.05E-06,6.97E-06,6.04E-06,5.24E-06
