Variant,Test_Name,Vac_Status,Incubation_Period,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31,Day 32,Day 33,Day 34,Day 35,Day 36,Day 37,Day 38,Day 39,Day 40,Day 41,Day 42,Day 43,Day 44,Day 45,Day 46,Day 47,Day 48,Day 49,Day 50,Day 51,Day 52,Day 53,Day 54,Day 55,Day 56,Day 57,Day 58,Day 59,Day 60
Omicron,Abbot PanBio,Unvaccinated,3,0.003602718,0.378562303,0.827695557,0.77278458,0.648629768,0.521995227,0.409728896,0.316707871,0.242435321,0.184405851,0.139664788,0.10545681,0.079444525,0.059737606,0.044847513,0.033620287,0.025169756,0.018819322,0.014054306,0.010484166,0.007813113,0.005817492,0.004328451,0.003218732,0.002392586,0.001778109,0.001321403,0.000982143,0.000730214,0.000543165,0.00040428,0.000301136,0.000224504,0.000167537,0.000125161,9.36E-05,7.01E-05,5.26E-05,3.95E-05,2.97E-05,2.24E-05,1.75E-05,1.44E-05,1.21E-05,1.04E-05,8.92E-06,7.95E-06,8.57E-06,1.06E-05,1.29E-05,1.55E-05,1.85E-05,2.21E-05,2.62E-05,3.05E-05,3.50E-05,3.95E-05,4.43E-05,4.91E-05,5.41E-05
Omicron,Abbot PanBio,Unvaccinated,4,3.77E-05,0.132231516,0.635134699,0.846485109,0.770334698,0.645809396,0.519367944,0.407496627,0.314900202,0.241011084,0.183302051,0.138818056,0.104811534,0.078954924,0.059367261,0.044568019,0.033409753,0.025011428,0.018700439,0.013965174,0.010417436,0.007763226,0.005780246,0.004300679,0.003198046,0.002377194,0.001766666,0.0013129,0.000975828,0.000725526,0.000539684,0.000401696,0.000299216,0.000223077,0.000166476,0.000124371,9.30E-05,6.97E-05,5.22E-05,3.92E-05,2.95E-05,2.23E-05,1.75E-05,1.43E-05,1.21E-05,1.03E-05,8.90E-06,7.70E-06,6.97E-06,7.72E-06,9.50E-06,1.15E-05,1.35E-05,1.57E-05,1.81E-05,2.09E-05,2.42E-05,2.76E-05,3.12E-05,3.48E-05
Omicron,Abbot PanBio,Unvaccinated,5,1.88E-09,0.035563813,0.378801923,0.753136551,0.850789473,0.767866449,0.642988991,0.516747993,0.405273667,0.313101451,0.239594513,0.182204496,0.137976261,0.104170096,0.078468273,0.058999168,0.044290237,0.033200516,0.024854082,0.018582297,0.013876599,0.010351126,0.007713654,0.005743237,0.004273083,0.003177493,0.002361901,0.001755296,0.001304453,0.000969554,0.000720867,0.000536225,0.000399127,0.000297308,0.000221659,0.000165422,0.000123586,9.24E-05,6.92E-05,5.19E-05,3.90E-05,2.93E-05,2.22E-05,1.74E-05,1.43E-05,1.20E-05,1.03E-05,8.87E-06,7.67E-06,6.65E-06,6.14E-06,6.97E-06,8.56E-06,1.02E-05,1.19E-05,1.36E-05,1.53E-05,1.73E-05,1.94E-05,2.19E-05
Omicron,Abbot PanBio,Unvaccinated,6,2.31E-24,0.007205436,0.191198374,0.565926232,0.807671432,0.851049538,0.765381007,0.640168813,0.514135461,0.403060027,0.311311597,0.238185579,0.181113157,0.137139379,0.103532474,0.077984555,0.058633314,0.044014158,0.032992569,0.02469771,0.01846489,0.013788579,0.010285233,0.007664395,0.005706463,0.004245664,0.003157072,0.002346707,0.001743999,0.00129606,0.000963321,0.000716239,0.000532789,0.000396576,0.000295413,0.00022025,0.000164374,0.000122807,9.19E-05,6.88E-05,5.16E-05,3.87E-05,2.91E-05,2.20E-05,1.73E-05,1.42E-05,1.20E-05,1.03E-05,8.84E-06,7.64E-06,6.62E-06,5.76E-06,5.43E-06,6.31E-06,7.72E-06,9.14E-06,1.05E-05,1.19E-05,1.32E-05,1.47E-05
Omicron,Abbot PanBio,Unvaccinated,7,2.64E-24,0.000994298,0.08405363,0.379417488,0.678511129,0.835444805,0.849750947,0.762878651,0.637349094,0.511530422,0.400855709,0.309530614,0.236784247,0.180028001,0.136307383,0.102898645,0.077503751,0.058269684,0.043739768,0.032785903,0.024542308,0.018348215,0.01370111,0.010219755,0.007615448,0.005669922,0.004218419,0.003136781,0.00233161,0.001732776,0.00128772,0.000957128,0.000711641,0.000529375,0.00039404,0.000293529,0.000218851,0.000163333,0.000122032,9.13E-05,6.84E-05,5.13E-05,3.85E-05,2.89E-05,2.19E-05,1.72E-05,1.41E-05,1.19E-05,1.02E-05,8.81E-06,7.62E-06,6.60E-06,5.73E-06,4.99E-06,4.83E-06,5.71E-06,6.96E-06,8.19E-06,9.36E-06,1.05E-05
Omicron,Abbot PanBio,Unvaccinated,8,2.88E-24,7.54E-05,0.03236684,0.232096193,0.524726386,0.745542981,0.851104387,0.847726706,0.760359892,0.634530082,0.508932966,0.398660725,0.307758482,0.235390489,0.178949001,0.135480246,0.102268588,0.077025846,0.057908267,0.043467061,0.032580511,0.024387869,0.018232267,0.01361419,0.010154689,0.00756681,0.005633613,0.004191348,0.00311662,0.002316609,0.001721624,0.001279435,0.000950975,0.000707072,0.000525983,0.000391521,0.000291658,0.00021746,0.000162299,0.000121262,9.07E-05,6.79E-05,5.09E-05,3.83E-05,2.88E-05,2.18E-05,1.71E-05,1.41E-05,1.19E-05,1.02E-05,8.78E-06,7.60E-06,6.58E-06,5.71E-06,4.95E-06,4.33E-06,4.32E-06,5.18E-06,6.28E-06,7.34E-06
Omicron,Abbot PanBio,Unvaccinated,9,3.05E-24,1.92E-06,0.010806233,0.130812298,0.379750773,0.625123871,0.786743938,0.860499494,0.845709018,0.757825285,0.631712012,0.506343166,0.396475077,0.305995177,0.234004272,0.177876125,0.134657943,0.101642283,0.076550822,0.057549048,0.043196023,0.032376385,0.024234387,0.018117041,0.013527813,0.010090032,0.00751848,0.005597535,0.004164449,0.003096588,0.002301705,0.001710544,0.001271203,0.000944861,0.000702533,0.000522612,0.000389019,0.000289799,0.000216078,0.000161272,0.000120498,9.01E-05,6.75E-05,5.06E-05,3.80E-05,2.86E-05,2.16E-05,1.70E-05,1.40E-05,1.19E-05,1.02E-05,8.75E-06,7.57E-06,6.56E-06,5.69E-06,4.94E-06,4.28E-06,3.77E-06,3.87E-06,4.69E-06
Omicron,Abbot PanBio,Unvaccinated,10,3.18E-24,3.77E-09,0.003042157,0.068085468,0.259545407,0.498058439,0.693462198,0.813399562,0.86622691,0.843787468,0.755275332,0.628895109,0.503761103,0.394298774,0.304240678,0.232625569,0.176809343,0.133840448,0.101019708,0.076078663,0.057192016,0.042926648,0.032173518,0.024081856,0.018002533,0.013441977,0.010025783,0.007470456,0.005561687,0.004137723,0.003076684,0.002286897,0.001699536,0.001263024,0.000938787,0.000698023,0.000519264,0.000386532,0.000287952,0.000214706,0.000160251,0.000119738,8.96E-05,6.71E-05,5.03E-05,3.78E-05,2.84E-05,2.15E-05,1.70E-05,1.40E-05,1.18E-05,1.01E-05,8.73E-06,7.55E-06,6.54E-06,5.67E-06,4.92E-06,4.27E-06,3.70E-06,3.29E-06
Omicron,Abbot PanBio,Unvaccinated,11,3.27E-24,1.85E-17,0.000685441,0.032631514,0.168275466,0.379937996,0.5867776,0.740529037,0.831668099,0.869619858,0.841961035,0.752710558,0.626079609,0.501186852,0.392131821,0.302494962,0.231254347,0.175748628,0.133027736,0.100400844,0.075609353,0.056837157,0.042658924,0.031971902,0.023930272,0.01788874,0.01335668,0.009961938,0.007422735,0.005526066,0.004111166,0.003056908,0.002272184,0.001688598,0.001254898,0.000932753,0.000693543,0.000515937,0.000384062,0.000286117,0.000213342,0.000159236,0.000118983,8.90E-05,6.67E-05,5.00E-05,3.75E-05,2.82E-05,2.14E-05,1.69E-05,1.39E-05,1.18E-05,1.01E-05,8.70E-06,7.53E-06,6.52E-06,5.65E-06,4.91E-06,4.26E-06,3.69E-06
Omicron,Abbot PanBio,Unvaccinated,12,3.34E-24,1.28E-24,0.000113082,0.01429779,0.103631121,0.278765626,0.479542974,0.652309492,0.773551372,0.84503135,0.871434269,0.840238909,0.750131454,0.62326573,0.498620481,0.389974219,0.300758004,0.229890576,0.174693949,0.132219781,0.099785668,0.075142874,0.056484458,0.042392841,0.03177153,0.023779628,0.017775655,0.013271916,0.009898495,0.007375316,0.005490671,0.004084779,0.003037258,0.002257565,0.001677731,0.001246825,0.000926757,0.000689091,0.000512632,0.000381607,0.000284294,0.000211986,0.000158229,0.000118233,8.84E-05,6.63E-05,4.97E-05,3.73E-05,2.81E-05,2.13E-05,1.68E-05,1.39E-05,1.17E-05,1.01E-05,8.67E-06,7.50E-06,6.50E-06,5.64E-06,4.89E-06,4.24E-06
Omicron,Abbot PanBio,Unvaccinated,13,3.40E-24,1.58E-24,1.17E-05,0.005660016,0.060555099,0.197208585,0.380051422,0.558338648,0.700870974,0.797177166,0.855507988,0.872099708,0.838579884,0.747538515,0.620453678,0.496062057,0.387825967,0.299029777,0.228534221,0.173645272,0.131416556,0.099174158,0.074679209,0.056133906,0.042128389,0.031572393,0.023629917,0.017663276,0.013187684,0.009835451,0.007328198,0.005455501,0.004058561,0.003017734,0.00224304,0.001666933,0.001238803,0.0009208,0.000684668,0.000509348,0.000379169,0.000282482,0.00021064,0.000157227,0.000117487,8.79E-05,6.58E-05,4.94E-05,3.71E-05,2.79E-05,2.12E-05,1.67E-05,1.38E-05,1.17E-05,1.00E-05,8.64E-06,7.48E-06,6.48E-06,5.62E-06,4.88E-06
Omicron,Abbot PanBio,Unvaccinated,14,3.44E-24,1.85E-24,5.52E-07,0.001988044,0.033469884,0.134637376,0.29284638,0.465988596,0.619809855,0.737212409,0.81479572,0.863901323,0.871874635,0.83697736,0.744932244,0.617643678,0.493511653,0.385687069,0.297310261,0.227185255,0.172602572,0.130618036,0.098566295,0.074218345,0.055785489,0.041865558,0.031374484,0.023481136,0.017551597,0.01310398,0.009772804,0.007281377,0.005420555,0.004032509,0.002998335,0.002228609,0.001656205,0.001230833,0.000914881,0.000680273,0.000506085,0.000376746,0.000280682,0.000209302,0.000156232,0.000116746,8.73E-05,6.54E-05,4.91E-05,3.69E-05,2.77E-05,2.10E-05,1.67E-05,1.38E-05,1.17E-05,9.99E-06,8.62E-06,7.46E-06,6.46E-06,5.60E-06
Omicron,Abbot PanBio,Unvaccinated,15,3.48E-24,2.07E-24,5.66E-09,0.000602489,0.017411096,0.088677842,0.219721658,0.380124743,0.536559331,0.667727943,0.764731912,0.828694313,0.870687474,0.870919078,0.835435998,0.742313104,0.614835939,0.490969336,0.383557532,0.295599433,0.225843648,0.17156582,0.129824198,0.09796206,0.073760262,0.055439195,0.04160434,0.031177797,0.023333277,0.017440615,0.0130208,0.009710553,0.007234853,0.005385831,0.004006624,0.00297906,0.00221427,0.001645547,0.001222914,0.000909,0.000675907,0.000502843,0.000374338,0.000278894,0.000207973,0.000155243,0.000116011,8.68E-05,6.50E-05,4.88E-05,3.66E-05,2.75E-05,2.09E-05,1.66E-05,1.37E-05,1.16E-05,9.96E-06,8.59E-06,7.43E-06,6.44E-06
Omicron,Abbot PanBio,Unvaccinated,16,3.51E-24,2.26E-24,8.69E-13,0.000150776,0.008464929,0.056268751,0.160630922,0.303561463,0.455657338,0.593795433,0.705266132,0.785819826,0.840173039,0.875959644,0.869713295,0.833923206,0.73968158,0.612030653,0.488435159,0.381437342,0.293897259,0.224509362,0.170534981,0.129035013,0.097361428,0.073304945,0.055095009,0.041344724,0.030982323,0.023186335,0.017330324,0.012938141,0.009648693,0.007188622,0.005351327,0.003980905,0.002959909,0.002200023,0.001634956,0.001215047,0.000903158,0.000671569,0.000499622,0.000371946,0.000277117,0.000206652,0.000154261,0.000115279,8.62E-05,6.46E-05,4.85E-05,3.64E-05,2.74E-05,2.08E-05,1.65E-05,1.37E-05,1.16E-05,9.92E-06,8.56E-06,7.41E-06
Omicron,Abbot PanBio,Unvaccinated,17,3.53E-24,2.42E-24,6.08E-25,2.91E-05,0.003810496,0.034314833,0.114418292,0.237556812,0.380174689,0.519409513,0.640091151,0.734888786,0.802146044,0.85011879,0.879871774,0.868488575,0.832418408,0.737038144,0.60922803,0.485909194,0.379326507,0.292203723,0.223182374,0.169510032,0.128250458,0.096764383,0.072852379,0.054752921,0.0410867,0.030788056,0.023040306,0.017220722,0.012856001,0.009587222,0.007142685,0.005317043,0.003955349,0.00294088,0.002185867,0.001624434,0.00120723,0.000897353,0.000667259,0.000496422,0.00036957,0.000275351,0.00020534,0.000153285,0.000114553,8.57E-05,6.42E-05,4.82E-05,3.62E-05,2.72E-05,2.07E-05,1.64E-05,1.36E-05,1.15E-05,9.89E-06,8.54E-06
Omicron,Abbot PanBio,Unvaccinated,18,3.55E-24,2.56E-24,8.32E-25,3.85E-06,0.001568514,0.020043952,0.079358815,0.18226578,0.311970558,0.447530988,0.572631471,0.677616274,0.758455084,0.81525224,0.858871127,0.882669399,0.867264459,0.830967348,0.734383228,0.606428261,0.483391493,0.377225021,0.290518792,0.221862647,0.168490938,0.127470508,0.096170901,0.072402546,0.054412916,0.04083026,0.030594987,0.022895182,0.017111803,0.012774376,0.009526139,0.007097038,0.005282977,0.003929956,0.002921973,0.002171803,0.00161398,0.001199464,0.000891586,0.000662977,0.000493243,0.000367209,0.000273597,0.000204036,0.000152315,0.000113831,8.52E-05,6.38E-05,4.79E-05,3.60E-05,2.70E-05,2.06E-05,1.64E-05,1.36E-05,1.15E-05,9.86E-06
Omicron,Abbot PanBio,Unvaccinated,19,3.57E-24,2.67E-24,1.06E-24,2.84E-07,0.000580426,0.011164233,0.053531137,0.137118247,0.251958749,0.380210147,0.505585174,0.616903579,0.708167679,0.777355774,0.826469606,0.866330121,0.884523415,0.866057471,0.829484272,0.731717323,0.603631551,0.480882128,0.375132894,0.288842456,0.22055016,0.167477678,0.126695141,0.095580968,0.071955434,0.054074986,0.040575394,0.03040311,0.022750959,0.017003564,0.012693263,0.009465442,0.007051681,0.005249127,0.003904726,0.002903188,0.002157829,0.001603593,0.001191747,0.000885856,0.000658722,0.000490084,0.000364863,0.000271854,0.000202741,0.000151352,0.000113114,8.46E-05,6.34E-05,4.76E-05,3.57E-05,2.69E-05,2.05E-05,1.63E-05,1.35E-05,1.15E-05
Omicron,Abbot PanBio,Unvaccinated,20,3.58E-24,2.77E-24,1.27E-24,7.54E-09,0.000188463,0.005895851,0.0350563,0.101114637,0.200353494,0.31873732,0.440976362,0.555140514,0.653745777,0.73317862,0.792632109,0.836427423,0.872782222,0.885560574,0.864877106,0.827998304,0.729040832,0.600838054,0.478381128,0.373050097,0.287174664,0.219244865,0.166470209,0.125924323,0.094994555,0.071511021,0.053739113,0.04032209,0.030212417,0.022607631,0.016896,0.012612657,0.009405126,0.00700661,0.005215493,0.003879656,0.002884522,0.002143945,0.001593273,0.001184081,0.000880162,0.000654495,0.000486946,0.000362532,0.000270123,0.000201454,0.000150395,0.000112401,8.41E-05,6.30E-05,4.73E-05,3.55E-05,2.67E-05,2.03E-05,1.62E-05,1.35E-05
Omicron,Abbot PanBio,Unvaccinated,21,3.60E-24,2.86E-24,1.47E-24,2.27E-11,5.18E-05,0.002931093,0.022236133,0.073044824,0.156879932,0.263795991,0.38023621,0.494220264,0.597275304,0.684483639,0.753774445,0.805064366,0.845687659,0.878441737,0.885877018,0.863728628,0.826555743,0.726354212,0.598047994,0.475888577,0.370976651,0.285515414,0.217946746,0.165468517,0.12515804,0.09441165,0.071069297,0.05340529,0.040070343,0.030022903,0.022465194,0.016789107,0.012532558,0.009345191,0.006961825,0.005182072,0.003854747,0.002865976,0.002130149,0.001583019,0.001176464,0.000874506,0.000650296,0.000483827,0.000360217,0.000268403,0.000200175,0.000149443,0.000111693,8.36E-05,6.26E-05,4.70E-05,3.53E-05,2.65E-05,2.02E-05,1.61E-05
Omicron,Abbot PanBio,Unvaccinated,22,3.61E-24,2.94E-24,1.65E-24,3.69E-17,1.14E-05,0.001359469,0.013620683,0.051642345,0.120945646,0.215605286,0.324295816,0.435580176,0.540476427,0.633078774,0.710223639,0.770834428,0.81540592,0.85433731,0.883474745,0.885541936,0.86261457,0.825077035,0.723657895,0.595261527,0.473404503,0.368912537,0.283864666,0.216655764,0.164472565,0.124396261,0.093832228,0.070630243,0.053073501,0.03982014,0.029834558,0.02232364,0.016682881,0.012452961,0.009285633,0.006917323,0.005148864,0.003829996,0.002847549,0.002116443,0.001572831,0.001168896,0.000868886,0.000646123,0.000480729,0.000357916,0.000266693,0.000198904,0.000148498,0.000110989,8.31E-05,6.22E-05,4.67E-05,3.51E-05,2.64E-05,2.01E-05
Omicron,Abbot PanBio,Unvaccinated,23,3.62E-24,3.00E-24,1.82E-24,4.39E-25,1.85E-06,0.000581526,0.008027683,0.035686337,0.091774145,0.174044452,0.273679223,0.380255899,0.484720779,0.580501752,0.663542436,0.731870118,0.785045886,0.82472426,0.862027501,0.88784134,0.884772671,0.861535731,0.823547463,0.72095229,0.592478832,0.470928968,0.366857751,0.282222396,0.21537189,0.163482324,0.123638963,0.093256271,0.070193845,0.052743736,0.039571474,0.029647376,0.022182965,0.016577319,0.012373864,0.00922645,0.006873104,0.005115868,0.003805404,0.00282924,0.002102824,0.001562709,0.001161376,0.000863302,0.000641977,0.000477651,0.00035563,0.000264995,0.000197642,0.000147559,0.00011029,8.25E-05,6.18E-05,4.64E-05,3.49E-05,2.62E-05
Omicron,Abbot PanBio,Unvaccinated,24,3.63E-24,3.06E-24,1.97E-24,6.05E-25,1.90E-07,0.000225974,0.004531909,0.02406367,0.068504934,0.138757308,0.228590423,0.328940829,0.431061684,0.528024266,0.615093194,0.689525793,0.750155224,0.79694771,0.833540659,0.868858114,0.891299574,0.883953662,0.860491842,0.822035753,0.718237824,0.58970009,0.46846202,0.364812292,0.280588582,0.214095096,0.162497769,0.122886123,0.092683761,0.069760087,0.052415983,0.039324335,0.029461351,0.022043164,0.016472415,0.012295262,0.009167641,0.006829164,0.005083081,0.003780968,0.002811049,0.002089294,0.001552652,0.001153906,0.000857755,0.000637859,0.000474593,0.000353359,0.000263307,0.000196387,0.000146626,0.000109596,8.20E-05,6.15E-05,4.61E-05,3.46E-05
Omicron,Abbot PanBio,Unvaccinated,25,3.64E-24,3.11E-24,2.10E-24,7.77E-25,9.43E-09,7.81E-05,0.002437205,0.015801637,0.050265325,0.109236741,0.188990743,0.282045283,0.380271124,0.476667383,0.566035019,0.645002903,0.71175548,0.765669722,0.80695368,0.84203006,0.874978098,0.893944227,0.883101287,0.859481958,0.82049372,0.715514905,0.58692545,0.466003697,0.362776144,0.278963189,0.212825345,0.161518866,0.122137715,0.092114675,0.069328953,0.052090229,0.039078713,0.029276474,0.021904231,0.016368166,0.012217154,0.009109203,0.006785503,0.005050503,0.003756689,0.002792974,0.00207585,0.00154266,0.001146483,0.000852243,0.000633766,0.000471554,0.000351102,0.000261631,0.000195141,0.000145699,0.000108905,8.15E-05,6.11E-05,4.58E-05
Omicron,Abbot PanBio,Unvaccinated,26,3.64E-24,3.15E-24,2.22E-24,9.49E-25,1.22E-10,2.33E-05,0.001240266,0.010079766,0.036219353,0.084890847,0.154665168,0.239752001,0.332879125,0.427223721,0.517330113,0.599347185,0.670904156,0.7308378,0.778890445,0.815454998,0.850376191,0.880504504,0.895848571,0.882229799,0.858504731,0.818916202,0.712783919,0.584155082,0.463554046,0.360749297,0.277346187,0.211562605,0.160545586,0.121393712,0.091548994,0.068900427,0.051766461,0.038834599,0.029092739,0.02176616,0.016264568,0.012139536,0.009051133,0.006742118,0.005018132,0.003732565,0.002775014,0.002062492,0.001532732,0.001139108,0.000846767,0.0006297,0.000468535,0.00034886,0.000259965,0.000193903,0.000144778,0.00010822,8.10E-05,6.07E-05
Omicron,Abbot PanBio,Unvaccinated,27,3.65E-24,3.19E-24,2.32E-24,1.11E-24,6.27E-14,5.77E-06,0.000592331,0.006227566,0.025598798,0.06509312,0.125277572,0.202066186,0.289212765,0.38028315,0.469756385,0.553449712,0.628539122,0.693382772,0.74727546,0.790203194,0.823406367,0.858105611,0.885530189,0.897079297,0.881348723,0.857558612,0.817337705,0.710045271,0.581389157,0.461113115,0.358731753,0.275737561,0.210306852,0.159577907,0.120654096,0.0909867,0.068474495,0.05144467,0.038591986,0.02891014,0.021628948,0.016161617,0.012062405,0.008993429,0.006699008,0.004985966,0.003708595,0.00275717,0.00204922,0.001522869,0.001131781,0.000841326,0.000625661,0.000465536,0.000346632,0.00025831,0.000192673,0.000143863,0.000107538,8.05E-05
Omicron,Abbot PanBio,Unvaccinated,28,3.65E-24,3.23E-24,2.42E-24,1.27E-24,1.97E-24,1.10E-06,0.000262755,0.003713334,0.017720591,0.049219176,0.100415506,0.168859246,0.249432991,0.336259769,0.423923832,0.50805336,0.585476618,0.65414309,0.712940444,0.761484372,0.799921068,0.831160594,0.865099646,0.890129448,0.897689074,0.880464992,0.856641938,0.815713269,0.707299346,0.578627829,0.458680945,0.356723495,0.274137276,0.209058051,0.158615795,0.119918839,0.090427774,0.068051142,0.051124843,0.038350863,0.028728669,0.021492588,0.016059308,0.011985757,0.008936089,0.006656171,0.004954006,0.003684778,0.00273944,0.002036034,0.001513068,0.001124502,0.00083592,0.000621647,0.000462556,0.000344419,0.000256666,0.00019145,0.000142953,0.000106861
Omicron,BTNX Rapid Response,Unvaccinated,1,0.432082769,0.832183181,0.707186746,0.576445634,0.458772889,0.36008938,0.280405798,0.217433791,0.168286127,0.130201957,0.100805817,0.078157446,0.06071668,0.047280881,0.036919933,0.02891843,0.02272776,0.017927826,0.014197103,0.011289493,0.009016543,0.00723385,0.005830663,0.004721953,0.003842354,0.003141542,0.002580705,0.002129845,0.001765722,0.001470285,0.001229467,0.001032272,0.000870073,0.000736075,0.000624905,0.000532297,0.000454848,0.000389834,0.000336078,0.000300121,0.000281049,0.000271191,0.000266155,0.000266546,0.00027537,0.000295887,0.000331514,0.000376889,0.000421831,0.000465255,0.000507457,0.000548663,0.000589046,0.000628737,0.000667842,0.000706444,0.000744609,0.000782392,0.000819839,0.000856989
Omicron,BTNX Rapid Response,Unvaccinated,2,0.072996391,0.791316185,0.829774694,0.704302512,0.573709499,0.456417621,0.358160183,0.278868647,0.216228382,0.167349551,0.129478022,0.100247727,0.077727655,0.060385683,0.047025777,0.03672307,0.028766258,0.022609898,0.017836327,0.014125886,0.011233902,0.008973012,0.007199645,0.005803686,0.004700592,0.00382537,0.003127979,0.002569825,0.002121077,0.001758624,0.001464512,0.001224749,0.0010284,0.00086688,0.000733431,0.000622707,0.000530462,0.000453311,0.000388541,0.000335076,0.000299557,0.00028076,0.000271038,0.000265791,0.000263072,0.000263906,0.000269882,0.00028238,0.000303841,0.000335643,0.000373243,0.000410328,0.000446326,0.000481435,0.000515803,0.000549546,0.000582755,0.000615502,0.000647848,0.00067984
Omicron,BTNX Rapid Response,Unvaccinated,3,0.00409101,0.411094543,0.881597244,0.82734024,0.701416787,0.570980129,0.454071569,0.356240036,0.27733939,0.215029475,0.166418166,0.128758156,0.099692796,0.0773003,0.060056559,0.04677211,0.03652731,0.028614933,0.022492686,0.017745328,0.014055054,0.011178608,0.008929711,0.007165618,0.005776847,0.004679339,0.003808469,0.003114481,0.002558996,0.002112349,0.001751557,0.001458763,0.001220052,0.001024544,0.000863701,0.000730799,0.000620518,0.000528634,0.000451779,0.000387253,0.000334083,0.000299001,0.000280475,0.000270888,0.000265706,0.000262735,0.00026121,0.000262153,0.000266278,0.00027403,0.000286677,0.000305727,0.000331816,0.000362503,0.000393283,0.000423272,0.000452598,0.000481362,0.000509643,0.000537503
Omicron,BTNX Rapid Response,Unvaccinated,4,4.38E-05,0.145948993,0.683288979,0.900193,0.82488556,0.698529846,0.568257622,0.451734745,0.354328919,0.275817997,0.213837038,0.165491943,0.128042337,0.099141005,0.076875367,0.059729297,0.046519872,0.036332647,0.028464449,0.02237612,0.017654826,0.013984605,0.011123609,0.008886637,0.007131767,0.005750145,0.004658192,0.003791651,0.003101048,0.002548218,0.002103662,0.001744523,0.001453041,0.001215375,0.001020704,0.000860535,0.000728177,0.000618337,0.000526814,0.000450254,0.00038597,0.000333099,0.000298453,0.000280193,0.000270739,0.000265624,0.000262685,0.000260884,0.000260006,0.000260929,0.000263842,0.00026878,0.000276348,0.000287399,0.000302795,0.000323002,0.000347268,0.000372836,0.000397924,0.000422507
Omicron,BTNX Rapid Response,Unvaccinated,5,2.23E-09,0.039842494,0.412734844,0.805749623,0.904053002,0.822410828,0.695641956,0.565542077,0.449407168,0.352426814,0.274304439,0.212651043,0.164570858,0.127330544,0.098592337,0.076452842,0.059403886,0.046269056,0.036139074,0.028314803,0.022260197,0.017564819,0.013914536,0.011068904,0.008843791,0.007098092,0.005723579,0.004637151,0.003774917,0.00308768,0.002537492,0.002095016,0.001737521,0.001447344,0.001210719,0.001016881,0.000857382,0.000725565,0.000616166,0.000525001,0.000448734,0.000384691,0.000332125,0.000297912,0.000279916,0.000270592,0.000265542,0.000262636,0.00026085,0.000259679,0.000259175,0.000260034,0.000262145,0.000265389,0.000270048,0.000276555,0.000285405,0.000297096,0.000311996,0.00033009
Omicron,BTNX Rapid Response,Unvaccinated,6,2.98E-24,0.00818202,0.210807146,0.611381941,0.861175113,0.903942783,0.819917002,0.692753391,0.562833593,0.447088853,0.350533705,0.272798688,0.211471461,0.163654884,0.126622756,0.098046775,0.076032712,0.059080317,0.046019653,0.035946586,0.028165988,0.022144914,0.017475303,0.013844846,0.011014491,0.008801169,0.007064591,0.005697149,0.004616216,0.003758264,0.003074377,0.002526816,0.002086409,0.00173055,0.001441672,0.001206082,0.001013074,0.000854242,0.000722964,0.000614002,0.000523194,0.000447219,0.000383417,0.00033116,0.000297379,0.000279643,0.000270448,0.000265461,0.000262588,0.00026082,0.000259653,0.000258839,0.000258566,0.00025935,0.000260924,0.000263127,0.000266096,0.000270045,0.000275227,0.000281919
Omicron,BTNX Rapid Response,Unvaccinated,7,3.41E-24,0.001142749,0.093679239,0.41382399,0.729119858,0.888567314,0.902473172,0.817404489,0.6898644,0.560132251,0.444779805,0.348649567,0.27130071,0.210298259,0.162743993,0.125918949,0.097504301,0.075614963,0.058758577,0.045771655,0.035755176,0.028018001,0.022030266,0.017386275,0.013775532,0.010960367,0.008758772,0.007031264,0.005670853,0.004595385,0.003741694,0.003061137,0.00251619,0.002077842,0.00172361,0.001436025,0.001201466,0.001009283,0.000851115,0.000720374,0.000611848,0.000521395,0.000445711,0.000382148,0.000330205,0.000296854,0.000279373,0.000270305,0.000265381,0.00026254,0.000260789,0.000259632,0.000258814,0.000258217,0.000258098,0.000258809,0.000260015,0.000261566,0.000263529,0.000266015
Omicron,BTNX Rapid Response,Unvaccinated,8,3.73E-24,8.76E-05,0.036427601,0.255470385,0.568226771,0.798351168,0.903281545,0.900474954,0.814873829,0.686975245,0.55743815,0.442480045,0.346774383,0.269810478,0.209131409,0.161838161,0.125219103,0.096964897,0.075199582,0.058438657,0.045525054,0.035564837,0.027870836,0.02191625,0.017297734,0.013706592,0.010906533,0.008716598,0.00699811,0.005644692,0.004574659,0.003725205,0.003047962,0.002505615,0.002069314,0.001716702,0.001430403,0.001196869,0.001005508,0.000848001,0.000717794,0.000609702,0.000519602,0.000444208,0.000380883,0.000329259,0.000296337,0.000279108,0.000270164,0.000265302,0.000262493,0.000260759,0.000259611,0.000258799,0.000258189,0.000257734,0.000257724,0.000258366,0.000259315,0.000260448
